name	x	y
Ealing	511150.3	184359.4
Ealing	511152.7	184360.2
Ealing	511158.8	184362.2
Ealing	511158	184365.8
Ealing	511158.2	184365.9
Ealing	511157.4	184368.7
Ealing	511150.3	184402.5
Ealing	511147.8	184402.2
Ealing	511142.7	184401.5
Ealing	511141.6	184404.4
Ealing	511141.3	184404.2
Ealing	511139.5	184409.8
Ealing	511129.3	184436.9
Ealing	511130.8	184437.8
Ealing	511137.5	184441.8
Ealing	511153.3	184442.4
Ealing	511190.4	184432
Ealing	511211.4	184428.5
Ealing	511232.4	184425.7
Ealing	511251.3	184423.5
Ealing	511283.5	184420.8
Ealing	511341	184415.1
Ealing	511395.6	184414.5
Ealing	511386.4	184456.8
Ealing	511380	184505.5
Ealing	511380.3	184507.5
Ealing	511386.1	184538.8
Ealing	511441.7	184527.8
Ealing	511458.5	184533.8
Ealing	511490	184550
Ealing	511535.1	184568
Ealing	511595	184600.5
Ealing	511715.5	184660.4
Ealing	511791.2	184701.8
Ealing	511801.2	184692.8
Ealing	511804.7	184690.4
Ealing	511827.2	184703.1
Ealing	511861.9	184726.7
Ealing	511898.3	184748.8
Ealing	511935.2	184763.3
Ealing	511990.5	184791.8
Ealing	512053.9	184822.1
Ealing	512093.6	184849.4
Ealing	512146.3	184890.1
Ealing	512210.6	184942.1
Ealing	512279.6	185000
Ealing	512279.7	185000
Ealing	512287.7	185010.9
Ealing	512310.1	185031.8
Ealing	512354.8	185068.5
Ealing	512368	185083.7
Ealing	512399.6	185109.3
Ealing	512517.3	185189.7
Ealing	512570.8	185224.9
Ealing	512564.2	185247.9
Ealing	512562.4	185255.2
Ealing	512561.8	185257.9
Ealing	512569.2	185259.3
Ealing	512569.7	185257.5
Ealing	512574	185242.6
Ealing	512574.3	185241.5
Ealing	512571.4	185240.4
Ealing	512579.6	185214.2
Ealing	512599.6	185173.2
Ealing	512626.1	185134.6
Ealing	512652.6	185096
Ealing	512656.8	185098.5
Ealing	512701.5	185046.8
Ealing	512764.9	185096.4
Ealing	512834.8	185144.2
Ealing	512849	185134.3
Ealing	512872.2	185157.8
Ealing	512908.3	185124.3
Ealing	512934.3	185151.9
Ealing	512955.3	185154.5
Ealing	512959.3	185152.6
Ealing	512964.3	185150.2
Ealing	512972.3	185150.9
Ealing	512980.9	185153.8
Ealing	512988.5	185156.7
Ealing	512999.4	185160.9
Ealing	513005.3	185163.1
Ealing	513007.9	185164.3
Ealing	513035	185176.9
Ealing	513054.6	185188.4
Ealing	513061.3	185196.9
Ealing	513079.8	185209.5
Ealing	513095.3	185218.1
Ealing	513097.7	185219
Ealing	513115	185225.7
Ealing	513128.9	185229.7
Ealing	513142.3	185232.9
Ealing	513158.8	185235.1
Ealing	513181.7	185245
Ealing	513199.3	185252.4
Ealing	513247	185267.6
Ealing	513261.8	185270.4
Ealing	513270.4	185271.9
Ealing	513272.4	185272.2
Ealing	513289.7	185274.4
Ealing	513311.5	185275.6
Ealing	513329.1	185284.8
Ealing	513346.1	185293.3
Ealing	513338.7	185312.4
Ealing	513369.1	185320
Ealing	513376.5	185321.8
Ealing	513429.4	185335
Ealing	513433.1	185335.1
Ealing	513449.6	185336
Ealing	513467.5	185339.6
Ealing	513469.1	185340.4
Ealing	513471	185340.8
Ealing	513479.9	185343.6
Ealing	513491.5	185347.8
Ealing	513517.7	185357.9
Ealing	513550.9	185372.7
Ealing	513575.1	185380.8
Ealing	513588.1	185385.4
Ealing	513617.6	185397
Ealing	513610.3	185416.2
Ealing	513606	185427.4
Ealing	513612.7	185429.3
Ealing	513619.8	185431.4
Ealing	513617.3	185438.1
Ealing	513614.6	185445.3
Ealing	513624.1	185448.8
Ealing	513633.1	185452.4
Ealing	513636.1	185464.5
Ealing	513639.4	185476.4
Ealing	513630.4	185505.1
Ealing	513622.4	185535.6
Ealing	513634.9	185538.6
Ealing	513688.6	185550.9
Ealing	513767.9	185568.6
Ealing	513775.6	185575.6
Ealing	513838.6	185585.9
Ealing	513985.4	185637.8
Ealing	514105.7	185675.1
Ealing	514226.2	185708.4
Ealing	514369	185743.6
Ealing	514429.8	185759
Ealing	514558.4	185798.2
Ealing	514647.3	185827.2
Ealing	514668.7	185803.3
Ealing	514674	185785.5
Ealing	514757.6	185714.9
Ealing	514780.2	185697.4
Ealing	514787.3	185691.9
Ealing	514793.3	185691.6
Ealing	514801.8	185686
Ealing	514802	185682.3
Ealing	514854.3	185647.7
Ealing	514899.8	185622.5
Ealing	514969.5	185599.9
Ealing	515000.1	185593.8
Ealing	515000.1	185588.7
Ealing	515026.9	185589.9
Ealing	515076.6	185585.2
Ealing	515106.1	185584.8
Ealing	515242.5	185577
Ealing	515255.6	185575.1
Ealing	515276.2	185571.6
Ealing	515293.3	185568.2
Ealing	515326.3	185559.4
Ealing	515344.1	185553.2
Ealing	515373.5	185543.2
Ealing	515428.3	185515.1
Ealing	515433.1	185512.6
Ealing	515435.4	185512.2
Ealing	515462.6	185507.2
Ealing	515467.7	185501.9
Ealing	515483.9	185495.6
Ealing	515484.9	185501.2
Ealing	515544.5	185477.8
Ealing	515579.5	185460.3
Ealing	515581.5	185463.1
Ealing	515583.4	185465.9
Ealing	515584.9	185468.1
Ealing	515587.3	185471.4
Ealing	515650.5	185454.7
Ealing	515718.7	185435.4
Ealing	515776.9	185421.3
Ealing	515845.6	185407.4
Ealing	515916	185393.6
Ealing	515968.4	185382.4
Ealing	516016.4	185370.3
Ealing	516082.4	185339.9
Ealing	516145.5	185306.7
Ealing	516183.3	185282.5
Ealing	516241.9	185246.9
Ealing	516298.9	185215.5
Ealing	516381.1	185169.8
Ealing	516416.9	185147.6
Ealing	516435.7	185136
Ealing	516485.2	185110.3
Ealing	516541.1	185078.9
Ealing	516598.2	185048
Ealing	516642.4	185024
Ealing	516690.3	184996.8
Ealing	516718	184978.7
Ealing	516731.9	184977.1
Ealing	516740.9	184968.1
Ealing	516760.7	184955.3
Ealing	516817.7	184915.9
Ealing	516813.9	184907.3
Ealing	516870.4	184870.6
Ealing	516960.5	184808.8
Ealing	516966.9	184816.7
Ealing	517014.3	184781.6
Ealing	517082.5	184726.7
Ealing	517097.4	184711.6
Enfield	NA	NA
Enfield	536054.5	200022.7
Enfield	536075.2	200021.5
Enfield	536083.9	200021
Enfield	536086.1	200025.2
Enfield	536242.7	200019.5
Enfield	536245	200033.4
Enfield	536329.8	200023.2
Enfield	536401.7	200014
Enfield	536449.6	200006.2
Enfield	536458.5	2e+05
Enfield	536490.4	199993.2
Enfield	536525.1	199989.8
Enfield	536570.4	199981.2
Enfield	536622.6	199968.9
Enfield	536658.1	199959.8
Enfield	536674.3	199954.4
Enfield	536695.7	199947.3
Enfield	536750	199933.9
Enfield	536763.8	199941.8
Enfield	536783.3	199938.2
Enfield	536836.5	199931.1
Enfield	536919.3	199912.4
Enfield	537000.1	199898.8
Enfield	537010	199898
Enfield	537109.8	199889.9
Enfield	537138.8	199887
Enfield	537158.7	199887.3
Enfield	537261.6	199889.2
Enfield	537327.5	199889.6
Enfield	537399.1	199887.4
Enfield	537525.9	199882.8
Enfield	537543.8	199883.1
Enfield	537592.6	199883.7
Enfield	537602.8	199883.8
Enfield	537600	199868.8
Enfield	537599	199863.4
Enfield	537601.4	199794.8
Enfield	537612.2	199742.9
Enfield	537614	199734
Enfield	537628.6	199669.6
Enfield	537637.8	199613.1
Enfield	537645.9	199559.5
Enfield	537657.3	199487.9
Enfield	537663.9	199437.5
Enfield	537666.5	199417.6
Enfield	537666.9	199414.3
Enfield	537665.8	199388.7
Enfield	537659.5	199365.9
Enfield	537655.1	199338.7
Enfield	537653.8	199330.3
Enfield	537647.5	199288
Enfield	537642.8	199257.2
Enfield	537638.8	199231.2
Enfield	537637	199208.4
Enfield	537634.4	199173.8
Enfield	537623.6	199046.1
Enfield	537610.2	198887.9
Enfield	537608	198813.1
Enfield	537607.9	198805.8
Enfield	537608	198798.4
Enfield	537608.3	198791
Enfield	537608.8	198783.6
Enfield	537608.9	198782
Enfield	537609.5	198774.6
Enfield	537610.3	198767.2
Enfield	537611.3	198759.9
Enfield	537612.5	198752.6
Enfield	537614.1	198745.4
Enfield	537614.6	198743.5
Enfield	537615.9	198739.1
Enfield	537617.4	198734.7
Enfield	537619	198730.3
Enfield	537620.7	198726
Enfield	537622.4	198721.6
Enfield	537624.1	198717.3
Enfield	537625.1	198714.7
Enfield	537648.5	198653
Enfield	537667	198619.2
Enfield	537668.1	198615.5
Enfield	537669.1	198611.7
Enfield	537670	198607.9
Enfield	537670.8	198604
Enfield	537671.4	198600.2
Enfield	537671.5	198599.6
Enfield	537672.1	198595.7
Enfield	537672.6	198591.8
Enfield	537673	198587.9
Enfield	537673.3	198584
Enfield	537673.4	198580.1
Enfield	537673.3	198576.2
Enfield	537673.1	198572.3
Enfield	537673.1	198572
Enfield	537672.7	198569.2
Enfield	537672.3	198566.5
Enfield	537671.7	198563.8
Enfield	537671	198561.1
Enfield	537670.2	198558.4
Enfield	537669.4	198555.7
Enfield	537668.6	198553
Enfield	537666.8	198547.7
Enfield	537666	198545.1
Enfield	537665.6	198543.8
Enfield	537662.8	198535
Enfield	537659.7	198526.3
Enfield	537656.5	198517.6
Enfield	537653.1	198509
Enfield	537651.1	198504.3
Enfield	537649.5	198501.1
Enfield	537648	198497.8
Enfield	537646.7	198494.5
Enfield	537645.4	198491.2
Enfield	537644.2	198487.8
Enfield	537643.1	198484.4
Enfield	537642.8	198483.5
Enfield	537641.9	198480
Enfield	537641.1	198476.6
Enfield	537640.5	198473.1
Enfield	537639.9	198469.5
Enfield	537639.4	198466
Enfield	537638.4	198458.9
Enfield	537637.9	198455.5
Enfield	537635.9	198440.9
Enfield	537634.2	198426.2
Enfield	537634.1	198425.3
Enfield	537632.4	198408.6
Enfield	537631.2	198391.9
Enfield	537630.3	198375.1
Enfield	537629.8	198358.3
Enfield	537629.6	198341.5
Enfield	537629.8	198324.7
Enfield	537630.1	198315.4
Enfield	537627.9	198163.4
Enfield	537624.4	198000.4
Enfield	537624.6	197995
Enfield	537624.9	197989.7
Enfield	537625.3	197984.3
Enfield	537625.9	197978.9
Enfield	537626.7	197973.6
Enfield	537627.2	197970.4
Enfield	537628.1	197965.1
Enfield	537629.2	197959.8
Enfield	537630.4	197954.6
Enfield	537631.7	197949.4
Enfield	537633.2	197944.2
Enfield	537634.9	197939.1
Enfield	537636.7	197934
Enfield	537638.4	197929.4
Enfield	537640.4	197924.8
Enfield	537642.6	197920.3
Enfield	537644.9	197915.9
Enfield	537647.3	197911.6
Enfield	537649.8	197907.3
Enfield	537652.3	197903
Enfield	537654.9	197898.7
Enfield	537657.4	197894.4
Enfield	537658.9	197891.7
Enfield	537678.1	197858.2
Enfield	537689.4	197839.3
Enfield	537720.8	197792.2
Enfield	537746	197762.3
Enfield	537755.5	197751.1
Enfield	537759.5	197746.5
Enfield	537763.3	197741.9
Enfield	537767.1	197737.1
Enfield	537770.7	197732.3
Enfield	537774.2	197727.4
Enfield	537777.5	197722.4
Enfield	537780.8	197717.3
Enfield	537783.9	197712.1
Enfield	537786.8	197706.8
Enfield	537789.7	197701.5
Enfield	537789.9	197701
Enfield	537792.6	197695.6
Enfield	537795.2	197690.1
Enfield	537797.7	197684.6
Enfield	537799.9	197679
Enfield	537802.1	197673.3
Enfield	537804.1	197667.6
Enfield	537805.9	197661.9
Enfield	537807.5	197656.1
Enfield	537808.9	197650.2
Enfield	537809.6	197647.1
Enfield	537810.5	197642.1
Enfield	537811.3	197637.1
Enfield	537811.9	197632
Enfield	537812.4	197627
Enfield	537812.7	197621.9
Enfield	537812.9	197616.8
Enfield	537813	197611.7
Enfield	537813	197606.6
Enfield	537812.9	197601.5
Enfield	537812.6	197596.4
Enfield	537812.3	197591.3
Enfield	537811.9	197586.2
Enfield	537811.6	197583.3
Enfield	537810.9	197577.2
Enfield	537810	197571.1
Enfield	537809	197565
Enfield	537807.8	197558.9
Enfield	537806.5	197552.9
Enfield	537805	197546.9
Enfield	537803.4	197541
Enfield	537801.6	197535.1
Enfield	537799.7	197529.2
Enfield	537798.2	197525.2
Enfield	537759.5	197341.1
Enfield	537725.4	197185
Enfield	537725.1	197183.4
Enfield	537679.3	196983.2
Enfield	537657.8	196882.7
Enfield	537642	196809.3
Enfield	537640.8	196803.9
Enfield	537639.6	196798.4
Enfield	537638.6	196792.8
Enfield	537637.7	196787.3
Enfield	537637	196781.7
Enfield	537636.9	196781
Enfield	537636.4	196775.4
Enfield	537636	196769.7
Enfield	537635.8	196764.1
Enfield	537635.7	196762
Enfield	537635.7	196756
Enfield	537635.8	196750.1
Enfield	537636.1	196744.2
Enfield	537636.4	196738.3
Enfield	537636.4	196737.4
Enfield	537637.5	196717.7
Enfield	537639	196698
Enfield	537640.9	196678.4
Enfield	537643.2	196658.9
Enfield	537646	196639.4
Enfield	537649.1	196620.5
Enfield	537657.7	196537.3
Enfield	537658.3	196488.7
Enfield	537657.7	196423.1
Enfield	537646.4	196321.5
Enfield	537644.4	196303.8
Enfield	537634.7	196149.6
Enfield	537634.5	196147.4
Enfield	537625.2	196030.7
Enfield	537625.1	196029.5
Enfield	537603.2	195728
Enfield	537581.4	195400.8
Enfield	537581.2	195398.3
Enfield	537575.8	195318.1
Enfield	537571.9	195292.4
Enfield	537561.4	195244.2
Enfield	537532	195123.7
Enfield	537493.6	195000
Enfield	537480.4	194969.8
Enfield	537480.3	194969.1
Enfield	537476.4	194937.4
Enfield	537478	194915
Enfield	537468.6	194879.4
Enfield	537451.3	194831.5
Enfield	537440.2	194804.9
Enfield	537404.9	194727.7
Enfield	537360.7	194635.1
Enfield	537348.7	194608.7
Enfield	537334.9	194577.4
Enfield	537284.4	194467.7
Enfield	537227.2	194344.6
Enfield	537148.8	194176.1
Enfield	536982.9	193813
Enfield	536948.9	193739.3
Enfield	536933.5	193710.7
Enfield	536921.6	193685
Enfield	536910.9	193667
Enfield	536891.5	193634.4
Enfield	536876.1	193607.1
Enfield	536860.9	193576.2
Enfield	536849.8	193549.7
Enfield	536840.9	193524.9
Enfield	536834.8	193504.9
Enfield	536829.5	193481.1
Enfield	536816.6	193436.6
Enfield	536807.3	193396.7
Enfield	536799.7	193367.4
Enfield	536793.6	193350.2
Enfield	536778.4	193316.5
Enfield	536752.9	193280.4
Enfield	536749.8	193283
Enfield	536741.6	193269.8
Enfield	536731.5	193256.4
Enfield	536683.3	193192.4
Enfield	536680.9	193189.3
Enfield	536660.5	193159.1
Enfield	536653	193148.2
Enfield	536629	193112.4
Enfield	536618.9	193097.3
Enfield	536571.7	193027.2
Enfield	536518.9	192950.5
Enfield	536496.8	192921.8
Enfield	536463.8	192879
Enfield	536400.4	192808
Enfield	536384.3	192788
Enfield	536374.1	192774.7
Enfield	536368.6	192767.6
Enfield	536357.7	192753
Enfield	536342.6	192732.1
Enfield	536328.1	192710.9
Enfield	536320.8	192699.5
Enfield	536314	192687.7
Enfield	536307.5	192675.7
Enfield	536301.3	192663.5
Enfield	536295.1	192651.4
Enfield	536288.7	192639.3
Enfield	536287	192636
Enfield	536257.8	192584
Enfield	536255.3	192579.7
Enfield	536216.9	192496.9
Enfield	536176.1	192413.4
Enfield	536149.8	192364.3
Enfield	536146.2	192356.3
Enfield	536142.9	192348.2
Enfield	536139.8	192340
Enfield	536138.4	192336.3
Enfield	536135.5	192328
Enfield	536132.8	192319.7
Enfield	536130.4	192311.3
Enfield	536128.9	192305.3
Enfield	536127.8	192299.7
Enfield	536126.9	192294
Enfield	536126.3	192290
Enfield	536126.1	192288.4
Enfield	536125.2	192282.7
Enfield	536124.5	192278.9
Enfield	536122.5	192269.2
Enfield	536122.4	192268.7
Enfield	536120.2	192259.5
Enfield	536117.7	192249.9
Enfield	536117	192247.2
Enfield	536116.1	192242.9
Enfield	536115.3	192238.6
Enfield	536114.6	192234.3
Enfield	536114.1	192229.9
Enfield	536113.6	192225.5
Enfield	536113.3	192221.2
Enfield	536113.3	192219.8
Enfield	536113.1	192215.4
Enfield	536113	192211
Enfield	536113.1	192206.6
Enfield	536113.2	192202.3
Enfield	536113.5	192197.9
Enfield	536113.9	192193.5
Enfield	536114.5	192189.1
Enfield	536115.3	192184.8
Enfield	536116.2	192180.5
Enfield	536116.3	192179.8
Enfield	536117.3	192176.3
Enfield	536118.3	192172.8
Enfield	536119.6	192169.4
Enfield	536120.9	192166
Enfield	536122.3	192162.6
Enfield	536123.8	192159.3
Enfield	536125.3	192155.9
Enfield	536126.9	192152.6
Enfield	536128.5	192149.3
Enfield	536130	192146
Enfield	536131	192143.9
Enfield	536135.7	192134
Enfield	536140.6	192124.1
Enfield	536145.7	192114.5
Enfield	536151	192104.9
Enfield	536156.6	192095.5
Enfield	536162.4	192086.2
Enfield	536167.5	192078.4
Enfield	536203.2	192021
Enfield	536205.9	192016.6
Enfield	536208.4	192012.1
Enfield	536210.8	192007.5
Enfield	536213.2	192002.8
Enfield	536215.3	191998.1
Enfield	536217.4	191993.4
Enfield	536219.3	191988.5
Enfield	536221.1	191983.7
Enfield	536222.8	191978.8
Enfield	536224.3	191973.8
Enfield	536225.7	191968.9
Enfield	536227	191963.9
Enfield	536228.2	191958.8
Enfield	536229.2	191953.7
Enfield	536230.2	191948.6
Enfield	536231	191943.5
Enfield	536231.6	191938.3
Enfield	536232.1	191933.2
Enfield	536232.4	191928
Enfield	536232.6	191922.8
Enfield	536232.5	191917.6
Enfield	536232.3	191912.5
Enfield	536232.2	191911.3
Enfield	536231.8	191907
Enfield	536231.4	191903.4
Enfield	536231.3	191902.7
Enfield	536230.7	191898.5
Enfield	536229.9	191894.2
Enfield	536229.1	191890
Enfield	536228.1	191885.8
Enfield	536227	191881.6
Enfield	536225.8	191877.5
Enfield	536224.5	191873.3
Enfield	536223.1	191869.3
Enfield	536221.6	191865.2
Enfield	536220	191861.2
Enfield	536219.9	191861.1
Enfield	536218.1	191856.8
Enfield	536216	191852.7
Enfield	536213.8	191848.6
Enfield	536211.5	191844.6
Enfield	536209.1	191840.6
Enfield	536206.6	191836.7
Enfield	536204	191832.9
Enfield	536201.4	191829
Enfield	536198.8	191825.2
Enfield	536196.1	191821.3
Enfield	536193.5	191817.5
Enfield	536192.8	191816.4
Enfield	536184.7	191804.1
Enfield	536176.3	191791.9
Enfield	536167.3	191780.2
Enfield	536165.3	191778
Enfield	536161.2	191773.5
Enfield	536157	191769.3
Enfield	536152.6	191765.2
Enfield	536148.1	191761.2
Enfield	536143.6	191757.4
Enfield	536138.9	191753.6
Enfield	536134.1	191749.9
Enfield	536129.4	191746.2
Enfield	536124.6	191742.5
Enfield	536119.8	191738.9
Enfield	536115	191735.2
Enfield	536114	191734.4
Enfield	536100.2	191724
Enfield	536086.2	191713.8
Enfield	536072.3	191704.2
Enfield	536068.1	191701.5
Enfield	535966.6	191637.1
Enfield	535917.1	191605.2
Enfield	535787.9	191522.1
Enfield	535783.6	191519.2
Enfield	535779.3	191516.2
Enfield	535775.2	191513
Enfield	535774.4	191512.5
Enfield	535771.1	191509.8
Enfield	535767.1	191506.4
Enfield	535763.1	191503
Enfield	535759.3	191499.4
Enfield	535756.8	191496.9
Enfield	535755.6	191495.7
Enfield	535753.2	191493.3
Enfield	535749.7	191489.4
Enfield	535746.2	191485.5
Enfield	535742.9	191481.4
Enfield	535739.8	191477.3
Enfield	535736.7	191473
Enfield	535733.7	191468.8
Enfield	535730.8	191464.4
Enfield	535728.6	191460.9
Enfield	535704.2	191467.4
Enfield	535630	191486.3
Enfield	535528.6	191509.6
Enfield	535456	191530.3
Enfield	535297	191577.8
Enfield	535267.3	191587.5
Enfield	535238.9	191594.9
Enfield	535213.5	191605
Enfield	535195.3	191610.8
Enfield	535179.4	191615.8
Enfield	535156.8	191621.9
Enfield	535135.4	191629.1
Enfield	535115.3	191636
Enfield	535022.7	191675.8
Enfield	535024.1	191679.5
Enfield	535025.5	191682.9
Enfield	535006.7	191693.6
Enfield	534978.2	191703
Enfield	534948.7	191712.1
Enfield	534927.2	191713.9
Enfield	534926.6	191738.3
Enfield	534921.3	191739.8
Enfield	534921.6	191746.9
Enfield	534921.8	191751.5
Enfield	534922.5	191752.6
Enfield	534926.4	191758.9
Enfield	534923.7	191760.6
Enfield	534919.2	191763.6
Enfield	534915	191766.5
Enfield	534851.5	191788.3
Enfield	534823.6	191796
Enfield	534737.9	191797.2
Enfield	534701.6	191792.9
Enfield	534567.7	191782.2
Enfield	534499.9	191774.1
Enfield	534350.3	191761.7
Enfield	534269.3	191754.5
Enfield	534228.8	191752.1
Enfield	534085.9	191745.7
Enfield	534072.2	191745.9
Enfield	534055.9	191749.5
Enfield	533998.5	191752.3
Enfield	533944.8	191778.9
Enfield	533944.6	191778.6
Enfield	533939.8	191781
Enfield	533917.3	191750.3
Enfield	533915.2	191747.4
Enfield	533906.7	191747.7
Enfield	533898.3	191748
Enfield	533893.6	191748.2
Enfield	533881	191766
Enfield	533856.3	191750
Enfield	533791.8	191754.2
Enfield	533786.4	191754.5
Enfield	533765.1	191754.8
Enfield	533765.1	191745.6
Enfield	533718.2	191746.9
Enfield	533693	191749.1
Enfield	533687.3	191749
Enfield	533682.8	191749.9
Enfield	533680.2	191750.5
Enfield	533681.6	191756.2
Enfield	533682	191757.8
Enfield	533638.4	191749.1
Enfield	533622.9	191746.6
Enfield	533598.4	191743.6
Enfield	533597.4	191749
Enfield	533591.7	191748
Enfield	533543.7	191739.6
Enfield	533475.5	191730.5
Enfield	533412.4	191719.8
Enfield	533353.6	191711.4
Enfield	533348.7	191710.6
Enfield	533317.9	191707.3
Enfield	533281.3	191704.8
Enfield	533252.3	191705.5
Enfield	533179.3	191709.2
Enfield	533140.3	191710.7
Enfield	533119.6	191710.9
Enfield	533107.4	191710.3
Enfield	533097.3	191710.3
Enfield	533075.9	191710.3
Enfield	533001.3	191707.5
Enfield	532956	191702
Enfield	532913.2	191701.4
Enfield	532901.2	191701.2
Enfield	532824	191703
Enfield	532747.5	191699.4
Enfield	532736.1	191698.7
Enfield	532715.5	191696.4
Enfield	532645.6	191694.6
Enfield	532594.6	191699.2
Enfield	532556.7	191703
Enfield	532529.4	191705.6
Enfield	532496	191708.8
Enfield	532468.8	191715.2
Enfield	532446	191720.5
Enfield	532379.2	191726.1
Enfield	532377	191726.3
Enfield	532296.4	191733.7
Enfield	532294.7	191721.4
Enfield	532294.5	191721
Enfield	532257.5	191720.3
Enfield	532236.7	191731.4
Enfield	532234.7	191727.9
Enfield	532232.9	191724.8
Enfield	532230.7	191725.9
Enfield	532212.6	191734.7
Enfield	532211.5	191735.2
Enfield	532211.7	191745.4
Enfield	532211.8	191749
Enfield	532185.4	191752.5
Enfield	532185.4	191749.2
Enfield	532185.1	191724.6
Enfield	532180	191725.3
Enfield	532151.8	191730
Enfield	532108.9	191739.8
Enfield	532078.7	191719.3
Enfield	532000.7	191698.7
Enfield	531987.8	191716.9
Enfield	531986.5	191725.3
Enfield	531968.8	191765.1
Enfield	531953.5	191768.8
Enfield	531925.5	191763.9
Enfield	531910	191758.4
Enfield	531884.9	191749.2
Enfield	531884.1	191748.7
Enfield	531867.1	191738.8
Enfield	531854.2	191721.3
Enfield	531847.6	191723.5
Enfield	531845.9	191724.1
Enfield	531845.3	191724.3
Enfield	531841	191724.2
Enfield	531826.7	191723.8
Enfield	531825.2	191723.8
Enfield	531839.9	191679.4
Enfield	531814.8	191675.8
Enfield	531728.3	191670.1
Enfield	531668.2	191668.3
Enfield	531639.3	191668.3
Enfield	531609.5	191668.4
Enfield	531590.4	191671.6
Enfield	531577.4	191672.2
Enfield	531561.2	191671.7
Enfield	531542.4	191668.2
Enfield	531528.5	191664.5
Enfield	531513.5	191659
Enfield	531491.4	191617.2
Enfield	531457.6	191637.7
Enfield	531422.7	191658.1
Enfield	531408.2	191658.4
Enfield	531392.7	191658.7
Enfield	531378.3	191659
Enfield	531300.3	191656.6
Enfield	531270.9	191646.7
Enfield	531257.6	191646
Enfield	531257.8	191649.1
Enfield	531258	191652.2
Enfield	531257.4	191651.8
Enfield	531231.3	191652.2
Enfield	531183.7	191637.4
Enfield	531175.2	191635.2
Enfield	531174	191634.9
Enfield	531023.4	191631.3
Enfield	530981.8	191627.3
Enfield	530981.3	191629.9
Enfield	530981.3	191630.1
Enfield	530944.5	191636
Enfield	530940.6	191637.3
Enfield	530936.8	191638.5
Enfield	530941	191656.2
Enfield	530941.8	191659.6
Enfield	530930.8	191662.4
Enfield	530929.7	191662.7
Enfield	530916.8	191665.4
Enfield	530916.1	191665.6
Enfield	530915.3	191662
Enfield	530912.8	191650.4
Enfield	530868.6	191647.8
Enfield	530781.3	191641.3
Enfield	530708	191636.5
Enfield	530708.1	191631.1
Enfield	530707.3	191631.1
Enfield	530692	191631
Enfield	530675.5	191630.8
Enfield	530664.8	191635.3
Enfield	530663.8	191635.7
Enfield	530651.1	191638.8
Enfield	530602.7	191636.8
Enfield	530588.3	191636.4
Enfield	530564	191635.7
Enfield	530565	191621.9
Enfield	530561.6	191622.4
Enfield	530468.9	191634.3
Enfield	530453.8	191607.8
Enfield	530410	191631.3
Enfield	530368.1	191655.9
Enfield	530336.6	191623
Enfield	530314.2	191629
Enfield	530186.9	191644.5
Enfield	530170.5	191646.8
Enfield	530155.2	191647.2
Enfield	530139.9	191647
Enfield	530111.9	191652.1
Enfield	530062.4	191660.8
Enfield	530046.6	191656.5
Enfield	530038.6	191654.4
Enfield	530035.1	191653.4
Enfield	530000.7	191695
Enfield	530002.7	191696.8
Enfield	530006.3	191700.3
Enfield	529996.3	191707.8
Enfield	529990.7	191713.6
Enfield	529989.2	191715.2
Enfield	529993.3	191716.6
Enfield	529929.8	191779.2
Enfield	529937.8	191788.6
Enfield	529905.9	191796
Enfield	529862.7	191752.8
Enfield	529870.2	191747
Enfield	529840	191714.6
Enfield	529837.3	191716.8
Enfield	529830.7	191722.1
Enfield	529765.9	191721.3
Enfield	529731.2	191727
Enfield	529676.2	191736.8
Enfield	529602.9	191763.9
Enfield	529521.2	191805.6
Enfield	529492.4	191820.3
Enfield	529456.9	191827.8
Enfield	529354.8	191866.9
Enfield	529237.1	191909.1
Enfield	529215.1	191911.5
Enfield	529200.3	191897.1
Enfield	529168.7	191874
Enfield	529152.8	191864.7
Enfield	529048	191818.9
Enfield	528975.5	191791.6
Enfield	528915.6	191860.3
Enfield	528869.3	191918.6
Enfield	528828.2	191972.2
Enfield	528787.2	192026.5
Enfield	528738.2	192101.4
Enfield	528681.7	192187.4
Enfield	528676.7	192195.1
Enfield	528612.8	192293.3
Enfield	528562.4	192370
Enfield	528589.4	192383.9
Enfield	528602.9	192389.2
Enfield	528615.8	192394.2
Enfield	528656.1	192413.4
Enfield	528681.5	192426.4
Enfield	528685.9	192428.6
Enfield	528687.4	192426.2
Enfield	528732.1	192449.3
Enfield	528731.4	192451.1
Enfield	528730.2	192454
Enfield	528734.1	192457.1
Enfield	528727.1	192472.7
Enfield	528731.7	192475.7
Enfield	528737.8	192479.7
Enfield	528741.8	192499.7
Enfield	528745.9	192523.3
Enfield	528751.7	192538.8
Enfield	528757	192549.3
Enfield	528763.8	192562.8
Enfield	528771.3	192572.1
Enfield	528775.7	192579
Enfield	528777.5	192584.3
Enfield	528779.8	192588.4
Enfield	528781.2	192605
Enfield	528796.1	192616.8
Enfield	528800.1	192620.4
Enfield	528801.3	192621.5
Enfield	528807.1	192621
Enfield	528816.5	192620.1
Enfield	528825.8	192626.8
Enfield	528873.4	192695.7
Enfield	528885.1	192712.7
Enfield	528879.4	192717.4
Enfield	528903.1	192738.7
Enfield	528910.7	192749.7
Enfield	528966.8	192828.2
Enfield	528980.2	192843.4
Enfield	529031	192908.9
Enfield	529053.9	192939.7
Enfield	529091.1	192982.4
Enfield	529125.3	193023
Enfield	529173	193076
Enfield	529172.4	193081.3
