spam	to_multiple	from	cc	sent_email	time	image	attach	dollar	winner	inherit	viagra	password	num_char	line_breaks	format	re_subj	exclaim_subj	urgent_subj	exclaim_mess	number
0	1	1	0	0	2012-01-23 09:51:21	1	2	0	no	0	0	0	9.479	188	1	0	0	0	2	small
0	1	1	0	0	2012-01-23 09:57:02	0	1	0	no	0	0	0	4.709	116	1	0	0	0	2	small
0	0	1	0	0	2012-01-23 10:13:35	0	0	4	no	0	0	0	9.255	145	1	0	0	0	6	small
0	0	1	0	1	2012-01-23 10:37:42	0	0	18	no	0	0	0	11.14	230	1	0	1	0	7	small
0	1	1	0	0	2012-01-23 11:32:00	0	0	0	no	0	0	0	11.854	180	0	0	1	0	0	small
0	1	1	1	0	2012-01-23 11:47:58	0	0	0	no	0	0	0	3.396	60	0	1	0	0	1	small
0	0	1	0	1	2012-01-23 08:58:24	0	0	0	no	0	0	0	0.293	7	1	0	0	0	0	none
0	0	1	0	1	2012-01-23 11:09:23	0	0	0	no	2	0	0	9.694	268	1	1	0	0	3	small
0	0	1	0	0	2012-01-23 12:31:05	0	0	0	no	0	0	0	1.233	34	0	0	0	0	2	none
0	0	1	0	1	2012-01-23 14:48:52	0	0	0	no	0	0	0	1.931	50	1	1	0	0	4	small
0	0	1	0	1	2012-01-23 14:52:04	0	0	12	no	0	0	0	10.403	257	1	1	1	0	10	small
0	0	1	0	0	2012-01-23 15:53:03	0	0	0	no	0	0	0	23.576	602	1	0	0	0	2	small
0	0	1	0	0	2012-01-23 16:03:49	0	0	0	no	0	0	0	24.152	613	1	0	0	0	3	small
0	0	1	0	0	2012-01-23 16:10:13	0	0	0	no	0	0	0	24.311	615	1	0	0	0	2	small
0	0	1	0	0	2012-01-23 16:12:46	0	0	18	no	0	0	0	17.23	214	1	0	1	0	4	small
0	0	1	0	0	2012-01-23 16:19:48	0	0	0	no	0	0	0	24.33	615	1	0	0	0	2	small
0	0	1	0	0	2012-01-23 16:23:21	0	0	0	no	0	0	0	25.972	645	1	0	0	0	2	small
0	0	1	0	0	2012-01-23 16:23:58	0	0	0	no	0	0	0	24.832	624	1	0	0	0	2	small
0	0	1	0	0	2012-01-23 16:28:05	0	0	0	no	0	0	0	25.017	625	1	0	0	0	3	small
0	0	1	0	0	2012-01-23 17:14:17	0	0	0	no	0	0	0	9.197	148	1	0	0	0	6	small
0	1	1	0	1	2012-01-23 17:47:13	0	0	0	no	0	0	0	0.674	18	1	0	0	0	2	none
0	0	1	0	0	2012-01-23 18:27:46	0	0	0	no	0	0	0	26.526	653	1	0	0	0	2	small
0	0	1	1	1	2012-01-23 21:28:49	1	1	0	no	0	0	0	13.948	351	1	0	0	0	12	small
0	0	1	0	0	2012-01-24 01:00:37	0	0	0	no	0	0	0	23.761	604	1	0	0	0	1	small
0	0	1	0	0	2012-01-24 08:04:07	0	0	22	no	1	0	0	17.135	376	1	0	0	0	10	small
0	0	1	0	0	2012-01-24 04:26:05	0	0	0	no	0	0	0	1.204	34	0	0	0	0	2	none
0	0	1	0	0	2012-01-24 09:43:56	0	0	1	no	0	0	0	1.341	32	0	0	0	0	0	small
0	0	1	0	0	2012-01-24 09:43:59	0	0	4	no	0	0	0	4.575	87	0	0	0	0	1	small
0	0	1	0	0	2012-01-24 10:28:13	0	0	0	no	0	0	0	5.358	111	1	0	0	0	2	small
0	0	1	0	1	2012-01-24 04:32:48	0	0	0	no	0	0	0	7.814	293	1	1	0	0	4	small
0	0	1	0	0	2012-01-24 11:17:34	0	0	4	no	1	0	0	7.908	190	1	0	0	0	5	small
0	0	1	0	0	2012-01-24 06:09:40	0	0	0	no	0	0	0	23.759	604	1	0	0	0	1	small
0	0	1	0	0	2012-01-24 04:00:05	0	0	0	no	0	0	0	3.306	89	1	0	0	0	1	small
0	0	1	0	0	2012-01-24 04:00:04	0	0	0	no	6	0	0	9.601	175	1	0	0	0	1	small
0	0	1	0	0	2012-01-24 06:53:43	0	0	0	no	0	0	0	24.223	614	1	0	0	0	1	small
0	0	1	0	0	2012-01-24 06:54:54	0	0	0	no	0	0	0	24.294	616	1	0	0	0	1	small
0	0	1	1	1	2012-01-24 06:22:07	0	0	6	no	0	0	0	17.235	508	1	1	0	0	2	small
0	1	1	0	1	2012-01-24 07:28:52	0	0	0	no	0	0	0	0.332	9	0	0	0	0	0	none
0	0	1	0	0	2012-01-24 07:15:27	0	0	0	no	0	0	0	24.635	621	1	0	0	0	1	small
0	0	1	0	0	2012-01-24 07:19:54	0	0	0	no	0	0	0	24.686	622	1	0	0	0	2	small
0	0	1	1	1	2012-01-24 07:47:49	0	0	0	no	0	0	0	0.518	17	0	1	0	0	0	small
0	0	1	1	1	2012-01-24 07:51:47	0	0	0	no	0	0	0	1.888	54	1	1	0	0	0	small
0	0	1	0	1	2012-01-24 06:56:45	0	0	0	no	0	0	0	5.555	192	1	1	0	0	7	small
0	0	1	1	1	2012-01-24 08:01:40	0	0	0	no	0	0	0	3.322	96	1	1	0	0	2	small
0	0	1	0	0	2012-01-20 07:24:00	0	0	0	no	0	0	0	22.817	446	1	0	0	0	55	small
0	0	1	0	0	2012-01-24 07:37:58	0	0	0	no	0	0	0	25.26	632	1	0	0	0	1	small
0	0	1	0	0	2012-01-24 07:50:10	0	0	0	no	0	0	0	7.361	125	1	0	0	0	2	small
0	0	1	0	0	2012-01-24 08:48:32	0	0	0	no	0	0	0	26.55	656	1	0	0	0	2	small
0	0	1	0	0	2012-01-24 06:13:11	0	0	0	no	0	0	0	16.148	256	1	0	0	0	1	small
0	0	1	1	0	2012-01-24 09:22:07	0	0	5	no	0	0	0	0.639	36	0	0	0	0	0	small
0	1	1	0	0	2012-01-24 09:13:10	0	0	0	no	0	0	0	8.787	208	1	0	0	0	5	big
0	0	1	0	0	2012-01-24 09:38:34	0	0	0	no	0	0	0	22.156	398	1	0	0	0	28	small
0	0	1	0	0	2012-01-24 09:42:50	0	0	0	yes	0	0	0	150.455	2043	1	0	0	0	0	small
0	0	1	0	0	2012-01-24 09:44:34	0	0	0	yes	0	0	0	10.731	226	1	0	0	0	0	small
0	1	1	0	0	2012-01-24 10:09:39	0	0	2	no	0	0	0	25.394	328	0	0	0	0	0	small
0	0	1	0	1	2012-01-24 10:32:37	0	0	4	no	0	0	0	4.85	96	1	1	0	0	2	small
0	0	1	0	1	2012-01-24 12:10:48	0	0	4	no	0	0	0	6.609	101	1	1	0	0	6	small
0	1	1	0	0	2012-01-24 12:11:01	0	0	0	no	0	0	0	0.718	11	0	0	1	0	0	none
0	0	1	0	1	2012-01-24 12:17:03	0	0	4	no	0	0	0	7.853	129	1	1	0	0	6	small
0	0	1	0	0	2012-01-24 17:35:30	0	1	0	no	0	0	0	14.765	179	1	0	0	0	2	big
0	0	1	0	0	2012-01-24 12:29:14	0	0	0	no	0	0	0	33.115	781	1	0	0	0	1	small
0	0	1	0	0	2012-01-24 12:36:59	0	0	0	no	0	0	0	30.363	724	1	0	0	0	1	small
0	0	1	0	1	2012-01-24 12:56:35	0	0	4	no	0	0	0	9.622	256	1	1	0	0	8	small
0	0	1	0	1	2012-01-24 12:58:50	0	0	0	yes	0	0	0	17.402	233	0	1	0	0	1	small
0	0	1	0	1	2012-01-24 14:32:38	0	0	0	no	0	0	0	9.291	332	1	1	0	0	6	small
0	0	1	0	0	2012-01-24 16:33:41	0	0	24	no	0	0	0	18.457	238	1	0	1	0	6	small
0	0	1	0	0	2012-01-24 16:59:06	0	0	0	no	0	0	0	24.159	613	1	0	0	0	2	small
0	0	1	0	0	2012-01-24 18:53:37	0	0	1	no	0	0	0	2.013	35	1	0	0	0	1	small
0	0	1	0	0	2012-01-24 20:19:03	0	0	0	no	0	0	0	1.525	43	0	0	0	0	3	small
0	0	1	1	0	2012-01-25 02:13:06	0	0	0	no	0	0	0	7.577	103	0	0	1	0	0	small
0	0	1	0	0	2012-01-25 02:13:06	0	0	4	no	0	0	0	0.969	14	1	0	0	0	0	small
0	0	1	0	0	2012-01-25 08:06:33	0	0	14	no	1	0	0	15.123	335	1	0	0	0	9	small
0	0	1	2	1	2012-01-25 06:01:55	0	0	1	no	0	0	0	3.22	66	0	1	0	0	1	small
0	1	1	0	0	2012-01-25 06:42:11	0	1	0	no	0	0	0	0.187	8	0	0	0	0	0	none
0	1	1	1	0	2012-01-25 07:09:23	0	0	0	no	0	0	0	2.107	57	1	1	0	0	2	small
0	1	1	0	0	2012-01-25 07:38:45	0	0	0	no	0	0	0	11.438	170	0	0	0	0	0	small
0	0	1	0	0	2012-01-25 07:44:48	0	0	0	no	0	0	0	25.956	651	1	0	0	0	2	small
0	0	1	0	0	2012-01-25 05:18:22	0	0	0	no	0	0	0	5.903	104	1	0	0	0	1	small
0	0	1	0	1	2012-01-25 08:38:47	0	0	0	no	0	0	0	0.515	6	1	0	0	0	0	none
0	0	1	2	1	2012-01-25 05:43:19	0	0	10	no	0	0	0	17.12	383	1	1	0	0	10	small
0	0	1	0	1	2012-01-25 08:46:45	0	0	0	no	0	0	0	1.814	52	1	1	0	0	0	small
0	0	1	0	0	2012-01-25 09:06:34	0	0	2	no	0	0	0	12.194	184	1	0	1	0	6	small
0	0	1	0	0	2012-01-25 09:10:16	0	0	0	no	0	0	0	4.998	82	1	0	0	0	4	small
0	0	1	0	0	2012-01-25 06:31:25	0	1	0	no	0	0	0	3.867	87	0	0	0	0	0	small
0	0	1	0	0	2012-01-25 06:49:40	0	0	0	no	0	0	0	4.64	84	1	0	0	0	3	small
0	0	1	0	1	2012-01-25 10:08:20	0	0	0	no	0	0	0	17.86	346	1	1	0	0	4	small
0	0	1	0	1	2012-01-25 10:31:11	0	0	0	no	0	0	0	14.581	262	1	1	0	0	2	small
0	0	1	0	0	2012-01-25 11:04:30	0	0	0	no	0	0	0	16.198	242	1	0	0	0	2	big
0	0	1	0	1	2012-01-25 11:06:12	0	0	0	no	0	0	0	2.74	54	1	0	0	0	0	none
0	0	1	0	0	2012-01-25 08:10:08	0	0	0	no	0	0	0	1.191	23	0	0	0	0	0	small
0	0	1	0	0	2012-01-25 11:13:02	0	0	1	no	0	0	0	23.483	407	1	0	0	0	31	small
0	0	1	0	0	2012-01-25 10:19:26	0	0	0	no	0	0	0	0.754	24	0	0	0	0	0	none
0	0	1	0	0	2012-01-25 10:24:04	0	0	0	no	0	0	0	0.762	24	0	0	0	0	0	none
0	0	1	0	0	2012-01-25 10:29:59	0	0	0	no	0	0	0	0.803	25	0	0	0	0	0	none
0	0	1	0	0	2012-01-25 10:33:00	0	0	0	no	0	0	0	0.763	24	0	0	0	0	0	none
0	0	1	0	0	2012-01-25 10:36:09	0	0	0	no	0	0	0	0.765	24	0	0	0	0	0	none
0	0	1	0	0	2012-01-25 10:38:38	0	0	0	no	0	0	0	0.776	24	0	0	0	0	0	none
0	0	1	0	0	2012-01-25 10:40:13	0	0	0	no	0	0	0	0.756	24	0	0	0	0	0	none
0	0	1	0	0	2012-01-25 10:43:06	0	0	0	no	0	0	0	0.756	24	0	0	0	0	0	none
0	0	1	0	0	2012-01-25 10:46:20	0	0	0	no	0	0	0	0.765	24	0	0	0	0	0	none
0	0	1	0	0	2012-01-25 10:47:43	0	0	0	no	0	0	0	0.764	24	0	0	0	0	0	none
0	0	1	0	0	2012-01-25 10:50:04	0	0	0	no	0	0	0	0.774	24	0	0	0	0	0	none
0	0	1	0	0	2012-01-25 10:51:30	0	0	0	no	0	0	0	0.77	24	0	0	0	0	0	none
0	1	1	0	0	2012-01-25 11:52:05	0	0	0	no	0	0	0	0.383	12	0	0	1	0	1	small
0	1	1	0	0	2012-01-25 11:54:01	0	0	0	no	0	0	0	25.071	331	0	0	0	0	1	big
0	0	1	0	0	2012-01-25 11:13:40	0	0	0	no	0	0	0	0.34	12	0	0	0	0	0	none
0	1	1	0	0	2012-01-25 12:16:14	0	0	0	no	0	0	0	0.478	9	0	0	0	0	1	small
0	0	1	0	0	2012-01-25 11:40:30	0	0	0	no	0	0	0	0.413	19	0	0	0	0	1	none
0	1	1	0	0	2012-01-25 14:08:13	0	0	0	no	0	0	0	1.024	18	0	0	0	0	0	small
0	0	1	0	0	2012-01-25 14:12:52	0	0	0	no	0	0	0	24.289	620	1	0	0	0	1	small
0	0	1	0	0	2012-01-25 14:18:37	0	0	0	no	0	0	0	24.837	629	1	0	0	0	1	small
0	1	1	0	0	2012-01-25 14:34:19	0	0	0	no	0	0	0	1.727	38	0	0	0	0	0	big
0	0	1	0	0	2012-01-25 14:37:06	0	0	0	no	0	0	0	25.757	645	1	0	0	0	1	small
0	0	1	2	1	2012-01-25 14:46:55	0	0	10	no	0	0	0	23.308	477	1	1	0	0	12	small
0	0	1	0	0	2012-01-25 14:48:41	0	0	0	no	0	0	0	26.954	665	1	0	0	0	1	small
0	0	1	0	0	2012-01-25 15:02:37	0	0	0	no	0	0	0	26.588	659	1	0	0	0	1	small
0	0	1	0	0	2012-01-25 15:09:43	0	0	0	no	0	0	0	27.971	685	1	0	0	0	1	small
0	0	1	0	0	2012-01-25 12:24:36	0	0	0	no	0	0	0	6.927	117	1	0	0	0	1	small
0	0	1	0	0	2012-01-25 15:26:46	0	0	0	no	0	0	0	27.998	685	1	0	0	0	1	small
0	1	1	0	0	2012-01-25 12:25:13	0	0	0	no	0	0	0	1.017	16	1	0	0	0	0	big
0	1	1	0	0	2012-01-25 12:26:24	0	0	0	no	0	0	0	1.128	18	1	0	0	0	0	big
0	1	1	0	0	2012-01-25 12:27:44	0	0	0	no	0	0	0	1.102	18	1	0	0	0	0	big
0	1	1	0	0	2012-01-25 12:29:37	0	0	0	no	0	0	0	1.07	18	1	0	0	0	0	big
0	1	1	0	0	2012-01-25 12:31:11	0	0	0	no	0	0	0	1.01	18	1	0	0	0	0	big
0	1	1	0	0	2012-01-25 12:32:19	0	0	0	no	0	0	0	0.957	16	1	0	0	0	0	big
0	1	1	0	1	2012-01-25 16:48:36	0	0	0	no	0	0	0	61.328	1764	1	0	0	0	32	big
0	0	1	0	0	2012-01-25 15:03:20	0	0	0	no	0	0	0	4.556	82	1	0	0	0	3	small
0	0	1	0	0	2012-01-25 15:14:03	0	0	0	no	0	0	0	4.886	86	1	0	0	0	1	small
0	0	1	0	0	2012-01-25 15:14:35	0	0	0	no	0	0	0	4.508	82	1	0	0	0	1	small
0	0	1	0	0	2012-01-25 15:16:05	0	0	0	no	0	0	0	4.674	84	1	0	0	0	1	small
0	0	1	0	0	2012-01-25 15:22:59	0	0	0	no	0	0	0	4.622	83	1	0	0	0	1	small
0	0	1	0	0	2012-01-25 15:25:51	0	0	0	no	0	0	0	4.514	82	1	0	0	0	1	small
0	0	1	0	0	2012-01-25 18:25:30	0	0	4	no	0	0	0	13.998	198	1	0	1	0	8	small
0	0	1	0	0	2012-01-25 18:29:33	0	0	0	no	0	0	0	28.119	689	1	0	0	0	1	small
0	0	1	0	0	2012-01-25 15:36:44	0	0	0	no	0	0	0	4.538	82	1	0	0	0	1	small
0	0	1	0	0	2012-01-25 18:39:19	0	0	0	no	0	0	0	28.638	696	1	0	0	0	2	small
0	0	1	0	0	2012-01-25 23:58:18	0	0	0	no	0	0	0	15.717	330	1	0	0	0	19	big
0	0	1	0	0	2012-01-25 16:12:38	0	0	0	no	0	0	0	4.603	82	1	0	0	0	1	small
0	0	1	0	0	2012-01-25 17:18:51	0	0	0	no	0	0	0	22.012	395	1	0	0	0	0	small
0	0	1	0	0	2012-01-25 20:54:11	0	0	1	no	0	0	0	0.87	23	0	0	0	0	0	big
0	0	1	1	1	2012-01-25 20:46:51	0	3	0	no	1	0	0	0.851	24	1	0	0	0	2	small
0	0	1	0	0	2012-01-26 06:35:51	0	0	0	no	0	0	4	8.752	201	1	0	0	0	1	small
0	0	1	0	0	2012-01-26 08:01:39	0	0	8	no	1	0	0	11.577	266	1	0	0	0	7	small
0	0	1	1	1	2012-01-26 04:10:40	0	1	4	no	0	0	0	7.33	189	1	0	0	0	2	big
0	0	1	0	0	2012-01-26 04:10:40	0	0	29	no	0	0	0	36.22	541	1	0	0	0	11	small
0	0	1	0	0	2012-01-26 04:10:40	0	0	0	no	0	0	0	3.517	51	0	0	0	0	1	small
0	0	1	1	1	2012-01-26 05:01:37	0	0	0	no	1	0	0	1.44	43	1	1	0	0	6	small
0	1	1	0	0	2012-01-26 05:15:31	0	0	0	no	0	0	0	9.014	119	0	0	0	0	0	small
0	0	1	0	0	2012-01-26 03:58:34	0	0	0	no	0	0	1	19.343	327	1	0	0	0	11	small
0	0	1	0	0	2012-01-26 10:30:46	0	0	0	no	0	0	4	8.752	201	1	0	0	0	1	small
0	0	1	0	0	2012-01-26 10:44:05	0	0	0	no	0	0	4	8.752	201	1	0	0	0	1	small
0	0	1	1	1	2012-01-26 05:45:08	0	0	4	no	0	0	0	9.446	273	1	1	0	0	4	big
0	1	1	5	1	2012-01-26 10:55:37	0	0	4	no	0	0	0	13.925	423	1	1	0	0	9	small
0	1	1	1	1	2012-01-26 06:02:02	0	0	4	no	0	0	0	20.662	420	1	1	0	0	4	big
0	0	1	0	0	2012-01-26 06:03:08	0	0	0	no	0	0	0	9.682	239	1	0	0	0	2	big
0	0	1	0	0	2012-01-26 03:09:44	0	0	0	no	0	0	0	4.516	82	1	0	0	0	1	small
0	1	1	0	0	2012-01-26 06:18:01	0	1	0	no	0	0	0	0.302	8	0	0	0	0	0	none
0	0	1	0	1	2012-01-26 06:23:19	0	0	0	no	0	0	0	0.605	18	1	1	0	0	2	small
0	0	1	0	1	2012-01-26 07:12:02	0	0	2	no	0	0	0	59.007	1643	1	0	0	0	41	big
0	0	1	0	0	2012-01-26 13:21:56	0	0	0	no	0	0	0	34.056	801	1	0	0	0	26	small
0	0	1	0	1	2012-01-26 08:44:20	0	0	0	no	0	0	0	3.021	69	1	1	0	0	0	small
0	1	1	0	0	2012-01-26 08:55:38	0	0	0	no	0	0	0	1.059	17	0	0	0	0	1	small
0	1	1	0	0	2012-01-26 08:58:25	0	0	1	no	0	0	0	1.325	42	0	0	0	0	0	small
0	0	1	0	0	2012-01-26 14:27:39	0	0	0	no	0	0	0	0.145	6	0	0	0	0	0	none
0	0	1	0	1	2012-01-26 09:30:18	0	0	0	no	0	0	0	4.79	94	1	1	0	0	4	small
0	0	1	0	0	2012-01-26 14:34:04	0	0	2	no	0	0	0	45.766	715	1	0	0	0	2	small
0	0	1	0	0	2012-01-26 09:38:28	0	0	0	no	0	0	0	9.694	99	1	0	0	0	0	small
0	0	1	0	1	2012-01-26 09:38:59	0	0	0	no	0	0	0	7.787	116	1	1	0	0	0	none
0	0	1	0	1	2012-01-26 09:44:34	0	0	0	no	0	0	0	0.297	5	0	1	0	0	0	none
0	0	1	0	1	2012-01-26 09:52:01	0	0	0	no	0	0	0	10.283	190	1	1	0	0	6	small
0	0	1	0	1	2012-01-26 09:56:03	0	0	0	no	0	0	0	1.637	37	1	1	0	0	2	small
0	0	1	0	0	2012-01-26 10:27:00	0	0	4	no	0	0	0	7.491	270	1	0	0	0	8	small
0	1	1	0	0	2012-01-26 07:46:27	0	0	0	no	0	0	0	0.559	15	0	0	0	0	0	small
0	0	1	0	1	2012-01-26 10:53:19	0	0	0	yes	0	0	0	13.339	175	0	1	0	0	1	small
0	1	1	1	0	2012-01-26 10:58:18	0	0	0	no	0	0	0	0.539	19	0	1	0	0	0	small
0	1	1	3	0	2012-01-26 08:13:21	0	0	0	no	0	0	0	1.37	40	0	1	0	0	0	small
0	0	1	0	1	2012-01-26 11:23:09	0	0	0	no	0	0	0	0.23	4	1	0	0	0	0	none
0	0	1	0	1	2012-01-26 11:25:09	0	0	0	no	0	0	0	0.926	18	1	1	0	0	0	small
0	1	1	3	0	2012-01-26 08:25:08	0	0	0	no	0	0	0	2.18	57	0	1	0	0	0	small
0	0	1	0	0	2012-01-26 16:41:02	0	0	0	no	0	0	0	2.724	82	1	0	0	0	5	small
0	0	1	0	0	2012-01-26 09:34:24	1	2	0	no	0	0	0	9.728	312	1	0	0	0	7	small
0	1	1	0	0	2012-01-26 09:52:45	0	0	0	no	0	0	0	0.212	8	0	0	0	0	1	small
0	0	1	0	1	2012-01-26 12:58:12	0	0	0	no	0	0	0	2.385	48	1	0	0	0	0	none
0	0	1	0	0	2012-01-26 13:18:52	0	0	0	no	0	0	0	1.025	33	0	0	0	0	1	small
0	0	1	0	1	2012-01-26 13:24:36	0	0	0	no	0	0	0	4.6	77	1	1	0	0	2	small
0	0	1	0	1	2012-01-26 13:39:59	0	0	0	no	0	0	0	6.788	113	1	1	0	0	2	small
0	0	1	0	0	2012-01-26 14:22:10	0	0	0	no	0	0	0	0.404	10	0	0	0	0	0	none
0	1	1	0	1	2012-01-26 18:18:43	0	0	0	no	0	0	0	19.154	623	1	0	0	0	17	big
0	0	1	0	0	2012-01-26 18:05:04	0	1	0	no	0	0	0	3.057	63	0	0	0	0	0	big
0	0	1	0	0	2012-01-26 18:20:22	0	0	0	no	0	0	0	4.323	113	1	0	0	0	1	small
0	0	1	0	0	2012-01-27 03:03:25	0	0	1	no	0	0	0	1.222	32	0	0	0	0	0	small
0	0	1	0	0	2012-01-27 03:03:28	0	0	4	no	0	0	0	4.33	87	0	0	0	0	1	small
0	0	1	0	0	2012-01-27 05:21:49	0	0	2	no	0	0	0	57.241	929	1	0	0	0	3	small
0	0	1	0	0	2012-01-27 00:35:04	0	0	0	no	0	0	0	34.158	412	1	0	0	0	8	small
0	0	1	0	0	2012-01-27 08:05:54	0	0	16	no	1	0	0	13.561	305	1	0	0	0	8	small
0	0	1	0	0	2012-01-27 01:34:45	0	0	9	no	0	0	1	41.623	1088	1	0	0	0	43	small
0	0	1	0	0	2012-01-27 04:29:51	0	0	0	no	0	0	0	10.824	353	1	0	0	0	2	small
0	0	1	0	0	2012-01-27 01:55:33	0	0	0	no	0	0	0	16.767	310	1	0	0	0	58	small
0	1	1	0	0	2012-01-27 05:06:59	0	0	0	no	0	0	0	36.004	460	0	0	0	0	0	big
0	1	1	0	0	2012-01-27 05:33:57	0	0	0	no	0	0	0	0.754	16	0	0	1	0	2	small
0	0	1	0	0	2012-01-27 06:07:50	0	0	0	no	0	0	0	24.255	620	1	0	0	0	1	small
0	1	1	0	0	2012-01-27 06:16:39	0	0	0	no	0	0	0	5.627	134	1	0	0	0	5	big
0	0	1	0	0	2012-01-27 11:24:50	0	0	4	no	1	0	0	7.911	190	1	0	0	0	5	small
0	0	1	0	0	2012-01-27 06:24:32	0	0	0	no	0	0	0	24.317	620	1	0	0	0	1	small
0	1	1	35	0	2012-01-27 06:39:49	0	0	0	no	0	0	0	9.94	147	0	0	0	0	0	small
0	0	1	0	1	2012-01-27 06:59:51	0	0	0	no	0	0	0	4.348	88	1	1	0	0	6	small
0	0	1	0	0	2012-01-27 06:26:15	0	0	0	no	0	0	0	24.222	620	1	0	0	0	1	small
0	0	1	0	0	2012-01-27 12:06:15	0	0	0	no	0	0	4	8.28	204	1	0	0	0	1	small
0	0	1	0	1	2012-01-27 08:34:40	0	0	0	no	0	0	0	2.456	37	1	1	0	0	4	big
0	0	1	1	1	2012-01-27 07:40:30	0	0	0	no	0	0	0	19.536	618	1	1	0	0	15	big
0	1	1	0	0	2012-01-27 09:22:34	0	0	0	no	0	0	0	4.263	50	0	0	0	0	0	small
0	0	1	1	0	2012-01-27 09:26:31	0	0	0	no	0	0	0	12.77	302	1	1	0	0	0	big
0	0	1	0	0	2012-01-27 09:59:23	0	0	0	no	0	0	0	25.156	635	1	0	0	0	1	small
0	0	1	1	1	2012-01-27 16:10:13	0	0	0	no	0	0	0	40.771	1278	0	1	0	0	2	small
0	1	1	0	0	2012-01-27 10:43:39	0	0	0	no	0	0	0	0.342	8	0	0	1	0	0	none
0	0	1	1	1	2012-01-27 09:48:43	0	0	0	no	0	0	0	26.18	845	1	1	0	0	25	big
0	0	1	0	0	2012-01-27 07:51:30	0	0	0	no	0	0	0	3.57	96	1	0	0	0	1	small
0	0	1	2	1	2012-01-27 08:11:45	0	0	10	no	0	0	0	20.49	526	1	1	0	0	12	small
0	0	1	0	1	2012-01-27 11:14:12	0	0	0	no	0	0	0	0.144	6	1	0	0	0	0	none
0	1	1	0	0	2012-01-27 11:22:41	0	0	0	no	0	0	0	6.032	91	0	0	0	0	1	small
0	0	1	1	1	2012-01-27 11:30:02	0	0	0	no	0	0	0	5.248	111	1	1	0	0	4	small
0	0	1	0	1	2012-01-27 11:38:28	0	0	0	no	0	0	0	1.389	34	1	1	0	0	0	small
0	1	1	0	0	2012-01-27 12:01:31	0	1	0	no	0	0	0	6.436	202	1	0	0	0	10	small
0	0	1	0	1	2012-01-27 12:20:30	0	0	0	no	0	0	0	0.748	24	1	1	0	0	2	small
0	0	1	0	0	2012-01-27 13:00:31	0	0	2	no	0	0	0	10.308	165	1	0	1	0	6	small
0	0	1	1	1	2012-01-27 12:22:00	0	0	2	no	0	0	0	35.221	1104	1	1	0	0	17	big
0	0	1	0	1	2012-01-27 14:46:57	0	0	0	no	0	0	0	4.621	90	1	0	0	0	4	small
0	0	1	0	0	2012-01-27 21:40:11	0	0	0	no	0	0	4	8.28	204	1	0	0	0	1	small
0	0	1	0	0	2012-01-28 07:43:49	0	0	0	no	0	0	4	8.28	204	1	0	0	0	1	small
0	0	1	0	0	2012-01-28 10:31:59	0	0	8	no	0	0	0	9.288	310	1	0	0	0	3	small
0	0	1	1	1	2012-01-28 07:16:34	0	0	0	no	0	0	0	1.646	35	1	0	1	0	4	none
0	0	1	0	1	2012-01-28 07:28:20	0	0	0	no	0	0	0	6.778	93	1	1	0	0	4	small
0	0	1	0	1	2012-01-28 07:30:05	0	0	0	no	0	0	0	12.985	347	1	1	1	0	34	small
0	0	1	0	1	2012-01-28 08:14:21	0	0	0	no	0	0	0	8.512	136	1	1	0	0	4	small
0	0	1	0	0	2012-01-28 13:28:09	0	0	1	no	0	0	0	1.249	32	0	0	0	0	0	small
0	0	1	0	0	2012-01-28 13:28:14	0	0	4	no	0	0	0	4.492	87	0	0	0	0	1	small
0	0	1	0	1	2012-01-28 07:54:36	0	0	0	no	0	0	0	17.533	614	1	1	0	0	8	small
0	0	1	0	1	2012-01-28 08:45:18	0	0	0	no	0	0	0	0.498	15	1	0	0	0	0	small
0	0	1	0	1	2012-01-28 09:20:45	0	0	0	no	0	0	0	1.654	47	1	1	0	0	0	small
0	0	1	0	0	2012-01-28 17:42:42	0	0	23	no	0	0	0	17.188	578	1	0	0	0	3	small
0	0	1	0	0	2012-01-28 17:42:42	0	0	0	no	0	0	0	11.103	259	1	0	0	0	3	small
0	0	1	0	0	2012-01-28 17:43:26	0	0	0	no	0	0	0	4.637	134	1	0	0	0	2	small
0	0	1	0	0	2012-01-28 17:43:30	0	0	0	no	0	0	0	4.615	134	1	0	0	0	2	small
0	0	1	1	1	2012-01-28 12:07:58	0	0	2	no	0	0	0	43.642	1403	1	1	0	0	17	big
0	0	1	0	1	2012-01-28 12:13:49	0	0	0	no	0	0	0	2.746	70	0	0	0	0	5	small
0	0	1	0	1	2012-01-28 13:27:10	0	0	0	no	0	0	0	11.85	297	1	1	0	0	4	small
0	0	1	0	1	2012-01-28 12:33:51	0	0	0	no	0	0	0	22.901	795	1	1	0	0	10	small
0	0	1	4	1	2012-01-28 12:04:00	0	0	0	no	0	0	0	11.05	229	1	0	0	0	4	small
0	0	1	0	1	2012-01-28 14:10:21	0	0	0	no	0	0	0	10.943	363	1	0	0	0	9	big
0	0	1	0	0	2012-01-28 20:02:35	0	0	0	no	0	0	0	29.056	705	1	0	0	0	3	small
0	0	1	0	0	2012-01-29 01:34:24	0	0	6	no	0	0	0	8.553	276	1	0	0	0	3	small
0	0	1	0	0	2012-01-29 08:00:57	0	0	4	no	1	0	0	7.645	186	1	0	0	0	5	small
